source,target,score
M0000009,UBERON_0002378,0.9441650466034447
M0000009,UBERON_0002461,0.9257650104986377
M0000009,UBERON_0035032,0.9080750717533805
M0000009,UBERON_0003833,0.876247965340739
M0000009,UBERON_0001221,0.8595209822923772
M0000009,UBERON_0011016,0.8566788419124993
M0000009,UBERON_0005442,0.8482495766108924
M0000009,UBERON_0002382,0.8471048387490198
M0000009,UBERON_0002417,0.8076273747846014
M0000009,UBERON_0000916,0.7526600182278724
M0000010,UBERON_0001646,0.912774381783531
M0000010,UBERON_0001603,0.7711287972272663
M0000010,UBERON_0004277,0.7649026689214026
M0000010,UBERON_0006323,0.7623067661394894
M0000010,UBERON_0001643,0.7619214980927257
M0000010,UBERON_0006322,0.7511227875625733
M0000010,UBERON_0001644,0.7487296550869412
M0000010,UBERON_0001602,0.7370898516876582
M0000010,UBERON_0006531,0.7360849524277909
M0000010,UBERON_0006532,0.733058027061027
M0000076,UBERON_0001266,0.5496836229476705
M0000081,UBERON_0035642,0.7763842157749193
M0000081,UBERON_0003716,0.7552743015777841
M0000081,UBERON_0011326,0.7531088497474858
M0000081,UBERON_0000962,0.7420988454112251
M0000081,UBERON_0003725,0.741261379049953
M0000081,UBERON_0001759,0.7407579061112894
M0000081,UBERON_0001649,0.7314251719550757
M0000081,UBERON_0002377,0.728488575670101
M0000081,UBERON_0008572,0.727256459913612
M0000081,UBERON_0003824,0.7143173304053878
M0000110,UBERON_0001464,0.8735743387347088
M0000110,UBERON_0003826,0.7793617832510744
M0000110,UBERON_0006767,0.7654145639801498
M0000110,UBERON_0007119,0.7469121105341593
M0000110,UBERON_0000981,0.7347820996862087
M0000110,UBERON_0001270,0.7303770432865347
M0000110,UBERON_0001272,0.7293385765837311
M0000110,UBERON_0001274,0.7167735253663473
M0000110,UBERON_0003840,0.7161903450472545
M0000110,UBERON_0007832,0.7104536645010284
M0000199,UBERON_0001450,0.7580418284538072
M0000199,UBERON_0001665,0.7564839421544826
M0000199,UBERON_0011908,0.7516051707870417
M0000199,UBERON_0011907,0.7359920201391057
M0000199,UBERON_0001389,0.7151548313008006
M0000199,UBERON_0001388,0.6928631407107815
M0000199,UBERON_0014380,0.6928311289963386
M0000199,UBERON_0011824,0.6920446812114834
M0000199,UBERON_0011823,0.6631407527880719
M0000199,UBERON_0000372,0.6589100696563729
M0000241,UBERON_0001648,0.9260826395627088
M0000241,UBERON_0007228,0.9024915653913889
M0000241,UBERON_0002824,0.8973995556887029
M0000241,UBERON_0000054,0.7760656603937428
M0000241,UBERON_0000126,0.7381788516045996
M0000241,UBERON_0001785,0.7088535532201672
M0000241,UBERON_0002276,0.6754246791890403
M0000241,UBERON_0006934,0.6705185775580624
M0000241,UBERON_0009662,0.6637118476191656
M0000241,UBERON_0036074,0.6550352333162424
M0000262,UBERON_0006849,0.7434689171969006
M0000262,UBERON_0006633,0.7251716633587901
M0000262,UBERON_0007171,0.7198771168367426
M0000262,UBERON_0007175,0.7060212167452333
M0000262,UBERON_0007174,0.6944438193925603
M0000262,UBERON_0003461,0.6918224887071229
M0000262,UBERON_0007176,0.689276696346665
M0000262,UBERON_0006805,0.6789702467137594
M0000262,UBERON_0034908,0.6770270267336349
M0000262,UBERON_0011139,0.6770127609234846
M0000263,UBERON_0007175,0.7909917362501094
M0000263,UBERON_0002383,0.7861733125051562
M0000263,UBERON_0007171,0.7595655280178095
M0000263,UBERON_0007176,0.7459553825956015
M0000263,UBERON_0006849,0.738430884080743
M0000263,UBERON_0011188,0.712381264198126
M0000263,UBERON_0001482,0.6995265942626955
M0000263,UBERON_0007173,0.6975871007154544
M0000263,UBERON_0010496,0.6938393758488411
M0000263,UBERON_0034908,0.6928239746647362
M0000267,UBERON_0000086,0.7440464985725672
M0000267,UBERON_0001306,0.7085652492854655
M0000267,UBERON_0006947,0.685201831039429
M0000267,UBERON_0010147,0.6657348890302729
M0000267,UBERON_0004909,0.6602859335154467
M0000267,UBERON_0005904,0.6514378061294618
M0000267,UBERON_0000473,0.6463286481682649
M0000267,UBERON_8450001,0.6447300832578753
M0000267,UBERON_0006610,0.6416928155334329
M0000267,UBERON_0000998,0.633581976627342
M0000365,UBERON_0002372,0.8540072542802508
M0000365,UBERON_0010423,0.8270826632922192
M0000365,UBERON_0001735,0.819721769195158
M0000365,UBERON_0013696,0.806325777991903
M0000365,UBERON_0002373,0.7967747697058813
M0000365,UBERON_0001728,0.7785201730542304
M0000365,UBERON_0012181,0.7741556380880441
M0000365,UBERON_0005207,0.762143732020683
M0000365,UBERON_0012069,0.7374383183928837
M0000365,UBERON_0013688,0.7343695552850843
M0000425,UBERON_0001013,0.941291959999461
M0000425,UBERON_0002190,0.8553411343646485
M0000425,UBERON_0002072,0.6564790134949542
M0000425,UBERON_0002097,0.5398502131622828
M0000425,UBERON_0003567,0.5307189497473539
M0000425,UBERON_0000014,0.5269905992286845
M0000425,UBERON_0000016,0.5054322287820702
M0000425,UBERON_0002107,0.5050316751758385
M0000425,UBERON_0003586,0.5049836102770103
M0000455,UBERON_0003975,0.8580699865980735
M0000455,UBERON_0003134,0.8343297707982099
M0000455,UBERON_0001302,0.8304470616568591
M0000455,UBERON_0000993,0.8291141323265522
M0000455,UBERON_0013515,0.8183154236155125
M0000455,UBERON_0001303,0.8092100674506251
M0000455,UBERON_0016632,0.8036638603407902
M0000455,UBERON_0012331,0.8027764462151242
M0000455,UBERON_0012648,0.8001622846103896
M0000455,UBERON_0000474,0.7938499175837267
M0000476,UBERON_8600018,0.6828460754445551
M0000476,UBERON_0005624,0.6826192376367853
M0000476,UBERON_0004203,0.6786188779483462
M0000476,UBERON_0035483,0.6676496638477745
M0000476,UBERON_0000958,0.6519166088729661
M0000476,UBERON_0001851,0.6500041058789349
M0000476,UBERON_0001146,0.6438295544717803
M0000476,UBERON_0001225,0.6363490328917372
M0000476,UBERON_0002056,0.630822771041218
M0000476,UBERON_0001008,0.624810435703902
M0000486,UBERON_8600018,0.7492838649621797
M0000486,UBERON_0000958,0.7064318850414824
M0000486,UBERON_0010133,0.703842322327771
M0000486,UBERON_0015204,0.7031422413209029
M0000486,UBERON_0005624,0.7020831642548084
M0000486,UBERON_0002368,0.6879116171260368
M0000486,UBERON_0000949,0.6874477510429058
M0000486,UBERON_0035483,0.6786136704044217
M0000486,UBERON_0001146,0.6688180795352687
M0000486,UBERON_0002056,0.6557100117110275
M0000489,UBERON_0011926,0.7299925211101229
M0000489,UBERON_0034729,0.7196071069281842
M0000489,UBERON_8600018,0.7191065583079075
M0000489,UBERON_0000958,0.7189020661421407
M0000489,UBERON_0012373,0.7182271228428564
M0000489,UBERON_0010133,0.6647050528151796
M0000489,UBERON_0005624,0.646438919894992
M0000489,UBERON_0011924,0.6440726565342917
M0000489,UBERON_0001805,0.6436920772504945
M0000489,UBERON_0015204,0.6205326317150766
M0000496,UBERON_0011926,0.8386435412854856
M0000496,UBERON_0011924,0.7656205685206968
M0000496,UBERON_0011929,0.7214227044152023
M0000496,UBERON_0011925,0.6896835682108579
M0000496,UBERON_0034729,0.6766907006588626
M0000496,UBERON_0012373,0.6743654819050157
M0000496,UBERON_0001805,0.6533612241181113
M0000496,UBERON_8410062,0.6516273375690007
M0000496,UBERON_0001807,0.6406619373420837
M0000496,UBERON_0001806,0.6399207681974883
M0000529,UBERON_0001800,0.7319965850809846
M0000529,UBERON_0007699,0.7281680874177927
M0000529,UBERON_0002256,0.7160725510457518
M0000529,UBERON_0006079,0.7130312603910834
M0000529,UBERON_0001018,0.6939444589203991
M0000529,UBERON_0001032,0.6903461845565941
M0000529,UBERON_0003338,0.6757689422205783
M0000529,UBERON_0004456,0.6698717833534468
M0000529,UBERON_0014609,0.6691859199908032
M0000529,UBERON_0001021,0.6683187689357196
M0000834,UBERON_0004103,0.8953960731788332
M0000834,UBERON_0004527,0.8843241324195175
M0000834,UBERON_0012360,0.7402451527529234
M0000834,UBERON_0002397,0.7226251850872712
M0000834,UBERON_0012071,0.7165650456160236
M0000834,UBERON_0011597,0.704113184371421
M0000834,UBERON_0005884,0.6980467685072825
M0000834,UBERON_0003462,0.6922435159220156
M0000834,UBERON_0004742,0.6901603631457763
M0000834,UBERON_0035139,0.6901305372130759
M0001044,UBERON_0001876,0.9143488807322219
M0001044,UBERON_0002892,0.860308459305583
M0001044,UBERON_0002883,0.8547296244470575
M0001044,UBERON_0002891,0.852863528402624
M0001044,UBERON_0002889,0.8491093609751458
M0001044,UBERON_0034673,0.8249037496643871
M0001044,UBERON_0034991,0.8181826810101792
M0001044,UBERON_0002890,0.8156947687918603
M0001044,UBERON_0002886,0.812970841609392
M0001044,UBERON_0006107,0.7920974354023651
M0001253,UBERON_0002395,0.8596284991230184
M0001253,UBERON_0015180,0.8576809591264586
M0001253,UBERON_0012291,0.854431818595271
M0001253,UBERON_0001451,0.7740598753013372
M0001253,UBERON_0001447,0.7677647232803507
M0001253,UBERON_0001450,0.754047210960279
M0001253,UBERON_0005899,0.7515388578877176
M0001253,UBERON_0009990,0.7494099218822823
M0001253,UBERON_0000979,0.7444724287020366
M0001253,UBERON_0001485,0.7398627429889633
M0001297,UBERON_0001801,0.7986285645498105
M0001297,UBERON_0003956,0.7827594202869812
M0001297,UBERON_0011892,0.7520878231040669
M0001297,UBERON_0015808,0.7517485694098963
M0001297,UBERON_0005969,0.7445532048489759
