source,target,score
UBERON_0000946,M0009974,0.8940728296765138
UBERON_0000946,M0018141,0.8195595945630245
UBERON_0000946,M0021947,0.8150017908449574
UBERON_0000946,M0013957,0.7965068951742518
UBERON_0000946,M0009936,0.7721552614962827
UBERON_0000946,M0001553,0.7704110711663663
UBERON_0000946,M0007395,0.7221080458045555
UBERON_0000946,M0501519,0.7133638433567863
UBERON_0000946,M0015833,0.6993986618390015
UBERON_0000946,M0009941,0.6824099849638832
UBERON_0000948,M0009936,0.8403655079034166
UBERON_0000948,M0009975,0.8135645999556751
UBERON_0000948,M0009941,0.799070767667162
UBERON_0000948,M0009969,0.7648588920642232
UBERON_0000948,M0501517,0.7567585368913851
UBERON_0000948,M0014344,0.753234510347087
UBERON_0000948,M0001928,0.7302192521603119
UBERON_0000948,M0501519,0.7278508791661801
UBERON_0000948,M0009974,0.7224187721869273
UBERON_0000948,M0501516,0.7154995259297647
UBERON_0001621,M0009936,0.618868362448504
UBERON_0001621,M0001553,0.6094829169796714
UBERON_0001621,M0022051,0.595167525356883
UBERON_0001621,M0001928,0.5758905247964712
UBERON_0001621,M0009975,0.5701909182390692
UBERON_0001621,M0007395,0.5656446494482336
UBERON_0001621,M0003026,0.5546075234189786
UBERON_0001621,M0328425,0.5433422914217246
UBERON_0001621,M0009969,0.5412837942591863
UBERON_0001621,M0501517,0.5403724700697304
UBERON_0001625,M0001553,0.5663671929968103
UBERON_0001625,M0022051,0.557150024341188
UBERON_0001625,M0009975,0.5418724972807027
UBERON_0001625,M0328425,0.5338027539917468
UBERON_0001625,M0007395,0.5165996479700181
UBERON_0001625,M0009941,0.5047208395248901
UBERON_0001625,M0001928,0.5042240516785069
UBERON_0001625,M0009936,0.5010273791176776
UBERON_0001626,M0022051,0.6533863917444138
UBERON_0001626,M0001553,0.6447237020725185
UBERON_0001626,M0009975,0.6185370729557618
UBERON_0001626,M0006876,0.6066662726786433
UBERON_0001626,M0009936,0.6061181388432785
UBERON_0001626,M0007395,0.6042955481463115
UBERON_0001626,M0501517,0.5990767384935939
UBERON_0001626,M0009969,0.5979356456254382
UBERON_0001626,M0328425,0.593886107764358
UBERON_0001626,M0018141,0.5928610855122036
UBERON_0002078,M0009941,0.8094073498931945
UBERON_0002078,M0009975,0.7920254457531641
UBERON_0002078,M0501516,0.7319372743174066
UBERON_0002078,M0009936,0.724455883558248
UBERON_0002078,M0009974,0.7139742126018245
UBERON_0002078,M0328425,0.7105863380917478
UBERON_0002078,M0001553,0.7092243910801498
UBERON_0002078,M0001928,0.7082412675946707
UBERON_0002078,M0501517,0.6999698943690508
UBERON_0002078,M0009969,0.6991966339536742
UBERON_0002079,M0009941,0.8085690610745633
UBERON_0002079,M0009975,0.7693486078387044
UBERON_0002079,M0009974,0.7472883258955433
UBERON_0002079,M0001553,0.7172835353387339
UBERON_0002079,M0018141,0.7140352162186031
UBERON_0002079,M0501517,0.7133290283881752
UBERON_0002079,M0501516,0.7129965788906525
UBERON_0002079,M0009936,0.6968195212884276
UBERON_0002079,M0009969,0.6968031912611474
UBERON_0002079,M0013957,0.6934963416639963
UBERON_0002080,M0009975,0.9067062957853542
UBERON_0002080,M0009936,0.7621228627204019
UBERON_0002080,M0009941,0.7601497776989817
UBERON_0002080,M0501517,0.753177179523856
UBERON_0002080,M0009969,0.7509303444406306
UBERON_0002080,M0018141,0.7363049357254222
UBERON_0002080,M0501516,0.7013897740204739
UBERON_0002080,M0009974,0.6980027446912047
UBERON_0002080,M0007395,0.6824159588741092
UBERON_0002080,M0014344,0.6689605509377943
UBERON_0002081,M0009941,0.8932504870883781
UBERON_0002081,M0501516,0.8046971957686497
UBERON_0002081,M0009936,0.7969074768024615
UBERON_0002081,M0009974,0.7671552997894664
UBERON_0002081,M0001928,0.7615999960153792
UBERON_0002081,M0328425,0.7539918823071258
UBERON_0002081,M0009975,0.7461663772549387
