source,target,score
UBERON_0000074,M0012018,0.9327944014826214
UBERON_0000074,M0475586,0.8271672617764105
UBERON_0000074,M0555122,0.8104215766443525
UBERON_0000074,M0009299,0.7694744970189188
UBERON_0000074,M0473246,0.7661774271576495
UBERON_0000074,M0014633,0.7367665406360758
UBERON_0000074,M0012012,0.7272680098602806
UBERON_0000074,M0476074,0.7136416188523702
UBERON_0000074,M0012025,0.6943484341103119
UBERON_0000074,M0475996,0.6668060050224036
UBERON_0000362,M0012019,0.9428745855811079
UBERON_0000362,M0012006,0.7136005695752118
UBERON_0000362,M0014633,0.7095615053962532
UBERON_0000362,M0012010,0.7084289631805127
UBERON_0000362,M0012025,0.7050668360986649
UBERON_0000362,M0012012,0.7043556551123024
UBERON_0000362,M0012028,0.6821953569323229
UBERON_0000362,M0012023,0.6806764652921107
UBERON_0000362,M0012026,0.6803894748415689
UBERON_0000362,M0012018,0.6618728572940048
UBERON_0001224,M0012023,0.9480894505719462
UBERON_0001224,M0012010,0.7629195992253196
UBERON_0001224,M0012019,0.6699000440046363
UBERON_0001224,M0012025,0.6540505923432374
UBERON_0001224,M0012026,0.6512009023441245
UBERON_0001224,M0012018,0.6314442824331324
UBERON_0001224,M0012028,0.6164518860215855
UBERON_0001224,M0012012,0.6050670325626504
UBERON_0001224,M0012006,0.5975935531876995
UBERON_0001224,M0014633,0.578342078107901
UBERON_0001225,M0012012,0.9035438527934399
UBERON_0001225,M0012019,0.7429361541936199
UBERON_0001225,M0012006,0.7280479221535705
UBERON_0001225,M0012018,0.7210458534289362
UBERON_0001225,M0014633,0.6852113331138674
UBERON_0001225,M0012025,0.6715886579510643
UBERON_0001225,M0012028,0.6615530579980092
UBERON_0001225,M0012010,0.6467838610242503
UBERON_0001225,M0012027,0.6426942989947418
UBERON_0001225,M0012023,0.6370103272809184
UBERON_0001226,M0012010,0.8729621207034135
UBERON_0001226,M0012023,0.7073642115167634
UBERON_0001226,M0012026,0.6840310290768875
UBERON_0001226,M0012019,0.6799128392213815
UBERON_0001226,M0012006,0.6302085839028766
UBERON_0001226,M0014633,0.6101156429686311
UBERON_0001226,M0012025,0.6087649753598026
UBERON_0001226,M0012012,0.5958523072569522
UBERON_0001226,M0012018,0.5834480002126425
UBERON_0001226,M0012027,0.5832827263921792
UBERON_0001227,M0012010,0.8479721458945377
UBERON_0001227,M0012023,0.7024314881341273
UBERON_0001227,M0012019,0.6901128254593383
UBERON_0001227,M0012026,0.6786428467043879
UBERON_0001227,M0012025,0.6194471320688352
UBERON_0001227,M0012027,0.6041465073232644
UBERON_0001227,M0014633,0.6032284532684654
UBERON_0001227,M0012006,0.5961111778354755
UBERON_0001227,M0012028,0.5956885270607605
UBERON_0001227,M0012012,0.5791392208409676
UBERON_0001228,M0012019,0.7509260286365929
UBERON_0001228,M0012010,0.7130520757688639
UBERON_0001228,M0012023,0.7037091179336032
UBERON_0001228,M0012026,0.6717110145691292
UBERON_0001228,M0012025,0.6526010503975984
UBERON_0001228,M0012028,0.6495010597191065
UBERON_0001228,M0012018,0.6470279186280283
UBERON_0001228,M0012012,0.6360402959675443
UBERON_0001228,M0014633,0.6333043016824412
UBERON_0001228,M0012027,0.6183295959799063
UBERON_0001229,M0012018,0.8275499734546903
UBERON_0001229,M0475586,0.7461297927395074
UBERON_0001229,M0555122,0.7143654424661406
UBERON_0001229,M0012012,0.7106435271472824
UBERON_0001229,M0014633,0.7103608012685833
UBERON_0001229,M0473246,0.680133214206768
UBERON_0001229,M0012006,0.6667333173839523
UBERON_0001229,M0012025,0.6604028005113106
