source,target,score
M0000009,UBERON_0002378,0.9091032425935183
M0000009,UBERON_0002343,0.8868835596440962
M0000009,UBERON_0002461,0.8622710980205633
M0000009,UBERON_0002382,0.795876394217326
M0000009,UBERON_0003833,0.7882686030593662
M0000009,UBERON_0011376,0.7815550404550108
M0000009,UBERON_0035032,0.768020336110021
M0000009,UBERON_0001221,0.7594266825878826
M0000009,UBERON_0004479,0.7425655835359626
M0000009,UBERON_0004511,0.7425091499819836
M0000010,UBERON_0001646,0.9400589074335851
M0000010,UBERON_0002682,0.8462657961064876
M0000010,UBERON_0002786,0.8143842033618844
M0000010,UBERON_2000629,0.8104369668130411
M0000010,UBERON_0009908,0.7791908020240405
M0000010,UBERON_2000654,0.77813651524498
M0000010,UBERON_0009909,0.7693909265121557
M0000010,UBERON_0035976,0.7327275567706257
M0000010,UBERON_0001603,0.7147244770672577
M0000010,UBERON_0001643,0.7128466417198576
M0000076,CL_0002155,0.7767563763608004
M0000076,CL_0002358,0.5796747057731833
M0000076,CL_0002021,0.5488650922464499
M0000076,CL_0000232,0.5485553504071597
M0000076,CL_0000562,0.5419244132191264
M0000076,CL_0000649,0.5385608459004956
M0000076,CL_0002020,0.5342862893115877
M0000076,CL_0002655,0.5288846034926562
M0000076,CL_0000225,0.527553801444411
M0000076,CL_0002421,0.5273562196757385
M0000081,UBERON_0002019,0.9248888593668471
M0000081,UBERON_0014615,0.8944475739314475
M0000081,UBERON_0009673,0.8612722461846481
M0000081,UBERON_0020358,0.8232058497202532
M0000081,UBERON_0006117,0.8099089278680762
M0000081,UBERON_0009674,0.8017426757992553
M0000081,CL_0000741,0.7401347629763885
M0000081,UBERON_0003430,0.7254817261757031
M0000081,UBERON_8440037,0.6833269728416056
M0000081,UBERON_0001785,0.6774282402765504
M0000110,UBERON_0001269,0.9161329040488642
M0000110,UBERON_0014445,0.8091950861024505
M0000110,UBERON_4200050,0.8052636639861258
M0000110,UBERON_3000771,0.8018984343159653
M0000110,UBERON_4200051,0.7664022643263523
M0000110,UBERON_0001486,0.7617325405719283
