source,target,score
M0000009,UBERON_0002378,0.9315535970035478
M0000009,UBERON_0002343,0.9261487409587928
M0000009,UBERON_0002461,0.9138327734368493
M0000009,UBERON_0005454,0.8824024967677714
M0000009,UBERON_0035032,0.8755286808305321
M0000009,UBERON_0002382,0.8690731079980569
M0000009,UBERON_0006635,0.8681664188215058
M0000009,UBERON_0011376,0.8632227039573617
M0000009,UBERON_0004511,0.8492639247567388
M0000009,UBERON_0005442,0.8435671360864789
M0000010,UBERON_0001646,0.916753939376855
M0000010,UBERON_2000629,0.8699437457724611
M0000010,UBERON_0009908,0.8619893567004415
M0000010,UBERON_0002682,0.8523385942209707
M0000010,UBERON_2000654,0.7951285486464709
M0000010,UBERON_0009909,0.7750680456988024
M0000010,UBERON_0002786,0.7657623965862129
M0000010,UBERON_0001644,0.7582325791001431
M0000010,UBERON_2001926,0.7542894755260868
M0000010,UBERON_0015161,0.750917281682402
M0000076,CL_0002155,0.6816712774098346
M0000076,CL_0017503,0.6012074735536439
M0000076,CL_0000000,0.5663676112613499
M0000076,CL_0000622,0.5644380917955687
M0000076,UBERON_0001266,0.5576372573475632
M0000076,CL_0017504,0.5543329672001079
M0000076,CL_0002016,0.5494579460632688
M0000076,CL_0000641,0.548756614187233
M0000076,CL_0002422,0.5462946328418916
M0000076,CL_0017502,0.5434654504360608
M0000081,UBERON_0002019,0.92992487282202
M0000081,UBERON_0009674,0.8936101244153529
M0000081,UBERON_0006117,0.8762735908552074
M0000081,UBERON_0009673,0.864999988130178
M0000081,UBERON_0014615,0.8614906617375525
M0000081,UBERON_0020358,0.8504515984193654
M0000081,UBERON_2001966,0.7658383892331164
M0000081,UBERON_3010751,0.7610381354405373
M0000081,UBERON_0010287,0.7575443339617243
M0000081,UBERON_0003716,0.7531326388799657
M0000110,UBERON_0001269,0.9336065954182676
M0000110,UBERON_0014445,0.868964503444278
M0000110,UBERON_0001486,0.8566197760930373
M0000110,UBERON_0011958,0.8529246990390176
M0000110,UBERON_3000771,0.8438767516953984
M0000110,UBERON_0006802,0.8020465257519644
M0000110,UBERON_0001464,0.7969157895643465
M0000110,UBERON_4200030,0.7942201233165531
M0000110,UBERON_4200039,0.7933311038654468
M0000110,UBERON_4100011,0.7871504155714119
